FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Housing Units:,Housing Units: Occupied,Housing Units: Vacant,Vacant Housing Units:,Vacant Housing Units: for Rent,Vacant Housing Units: for Sale Only,Vacant Housing Units: Other Vacant,Occupied Housing Units,Occupied Housing Units: Built 2014 or Later,Occupied Housing Units: Built 2010 to 2013,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Gross Rent
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,SE_A18009_001
4.2101E+11,"Block Group 1, Census Tract 171, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 171, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16987,,,,,42,101,,,,17100,1,15000US421010171001,,,87429,0,471,405,66,66,0,0,66,405,0,0,0,35,0,11,0,22,34,303,845
4.2101E+11,"Block Group 2, Census Tract 171, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 171, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16988,,,,,42,101,,,,17100,2,15000US421010171002,,,64165,0,410,380,30,30,0,0,30,380,0,0,0,0,0,25,0,19,40,296,1075
4.2101E+11,"Block Group 3, Census Tract 171, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 171, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16989,,,,,42,101,,,,17100,3,15000US421010171003,,,372294,0,655,527,128,128,38,22,68,527,0,0,0,0,0,0,0,41,344,142,1163
4.2101E+11,"Block Group 4, Census Tract 171, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 171, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16990,,,,,42,101,,,,17100,4,15000US421010171004,,,616994,0,364,298,66,66,0,0,66,298,0,0,8,0,0,23,0,0,74,193,1007
4.2101E+11,"Block Group 1, Census Tract 172.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 172.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16991,,,,,42,101,,,,17201,1,15000US421010172011,,,93609,0,608,452,156,156,31,20,105,452,0,0,10,0,0,25,53,19,86,259,1054
4.2101E+11,"Block Group 2, Census Tract 172.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 172.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16992,,,,,42,101,,,,17201,2,15000US421010172012,,,73856,0,508,316,192,192,0,0,192,316,0,0,0,0,36,0,0,20,102,158,700
4.2101E+11,"Block Group 3, Census Tract 172.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 172.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16993,,,,,42,101,,,,17201,3,15000US421010172013,,,95493,0,510,452,58,58,0,0,58,452,0,0,44,0,0,12,7,0,57,332,1060
4.2101E+11,"Block Group 1, Census Tract 172.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 172.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16994,,,,,42,101,,,,17202,1,15000US421010172021,,,79504,0,649,560,89,89,0,0,89,560,0,0,0,0,0,0,10,67,121,362,670
4.2101E+11,"Block Group 2, Census Tract 172.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 172.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16995,,,,,42,101,,,,17202,2,15000US421010172022,,,80095,0,498,397,101,101,0,0,101,397,0,0,0,27,0,0,0,77,45,248,936
4.2101E+11,"Block Group 3, Census Tract 172.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 172.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16996,,,,,42,101,,,,17202,3,15000US421010172023,,,59932,0,438,292,146,146,0,0,146,292,0,0,41,12,0,8,0,14,0,217,724
4.2101E+11,"Block Group 4, Census Tract 172.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 172.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16997,,,,,42,101,,,,17202,4,15000US421010172024,,,71079,0,523,341,182,182,0,0,182,341,0,0,0,18,0,0,9,68,71,175,761
4.2101E+11,"Block Group 1, Census Tract 173, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 173, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16998,,,,,42,101,,,,17300,1,15000US421010173001,,,101734,0,517,462,55,55,15,0,40,462,0,0,0,24,23,21,10,72,174,138,721
4.2101E+11,"Block Group 2, Census Tract 173, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 173, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,16999,,,,,42,101,,,,17300,2,15000US421010173002,,,772852,0,910,661,249,249,51,22,176,661,34,21,85,0,21,9,15,13,91,372,849
4.2101E+11,"Block Group 1, Census Tract 174, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 174, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17000,,,,,42,101,,,,17400,1,15000US421010174001,,,179816,0,465,360,105,105,44,0,61,360,7,10,53,30,4,0,0,12,41,203,720
4.2101E+11,"Block Group 2, Census Tract 174, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 174, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17001,,,,,42,101,,,,17400,2,15000US421010174002,,,174169,0,630,487,143,143,34,0,109,487,0,0,16,0,14,0,12,28,21,396,904
4.2101E+11,"Block Group 1, Census Tract 175, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 175, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17002,,,,,42,101,,,,17500,1,15000US421010175001,,,146802,0,824,778,46,46,0,18,28,778,0,32,32,34,45,0,0,33,46,556,840
4.2101E+11,"Block Group 2, Census Tract 175, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 175, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17003,,,,,42,101,,,,17500,2,15000US421010175002,,,116819,0,382,297,85,85,0,29,56,297,0,0,0,70,0,0,0,0,82,145,499
4.2101E+11,"Block Group 3, Census Tract 175, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 175, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17004,,,,,42,101,,,,17500,3,15000US421010175003,,,112167,6252,357,327,30,30,0,0,30,327,0,0,0,0,0,0,0,89,70,168,734
4.2101E+11,"Block Group 4, Census Tract 175, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 175, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17005,,,,,42,101,,,,17500,4,15000US421010175004,,,81621,0,192,144,48,48,0,0,48,144,0,0,0,36,0,14,0,22,15,57,704
4.2101E+11,"Block Group 5, Census Tract 175, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 175, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17006,,,,,42,101,,,,17500,5,15000US421010175005,,,102374,0,436,356,80,80,0,0,80,356,0,0,0,31,14,0,11,87,19,194,836
4.2101E+11,"Block Group 6, Census Tract 175, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 175, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17007,,,,,42,101,,,,17500,6,15000US421010175006,,,160132,0,613,524,89,89,0,0,89,524,0,55,0,39,12,56,26,0,93,243,874
4.2101E+11,"Block Group 1, Census Tract 176.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 176.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17008,,,,,42,101,,,,17601,1,15000US421010176011,,,79860,0,221,221,0,0,0,0,0,221,0,0,0,0,0,23,0,30,8,160,
4.2101E+11,"Block Group 2, Census Tract 176.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 176.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17009,,,,,42,101,,,,17601,2,15000US421010176012,,,82374,0,371,348,23,23,0,0,23,348,0,0,22,0,16,19,0,10,59,222,779
4.2101E+11,"Block Group 3, Census Tract 176.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 176.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17010,,,,,42,101,,,,17601,3,15000US421010176013,,,164594,0,648,515,133,133,17,0,116,515,0,23,9,74,7,21,35,45,0,301,625
4.2101E+11,"Block Group 4, Census Tract 176.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 176.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17011,,,,,42,101,,,,17601,4,15000US421010176014,,,134409,0,708,625,83,83,22,0,61,625,0,0,0,34,0,15,0,21,71,484,722
4.2101E+11,"Block Group 5, Census Tract 176.01, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 176.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17012,,,,,42,101,,,,17601,5,15000US421010176015,,,117890,0,333,316,17,17,0,0,17,316,0,0,0,0,0,13,0,71,27,205,833
4.2101E+11,"Block Group 1, Census Tract 176.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 176.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17013,,,,,42,101,,,,17602,1,15000US421010176021,,,115979,0,621,540,81,81,17,0,64,540,0,0,0,0,0,21,7,20,111,381,868
4.2101E+11,"Block Group 2, Census Tract 176.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 176.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17014,,,,,42,101,,,,17602,2,15000US421010176022,,,77315,0,272,243,29,29,12,0,17,243,0,0,0,19,0,0,33,0,17,174,692
4.2101E+11,"Block Group 3, Census Tract 176.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 176.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17015,,,,,42,101,,,,17602,3,15000US421010176023,,,207164,0,580,565,15,15,0,0,15,565,0,0,0,94,0,0,0,39,94,338,877
4.2101E+11,"Block Group 1, Census Tract 177.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 177.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17016,,,,,42,101,,,,17701,1,15000US421010177011,,,101657,0,476,332,144,144,0,0,144,332,0,0,10,0,0,0,6,53,17,246,891
4.2101E+11,"Block Group 2, Census Tract 177.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 177.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17017,,,,,42,101,,,,17701,2,15000US421010177012,,,79184,0,537,424,113,113,16,0,97,424,0,0,33,18,0,0,96,30,38,209,832
4.2101E+11,"Block Group 3, Census Tract 177.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 177.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17018,,,,,42,101,,,,17701,3,15000US421010177013,,,60212,0,405,344,61,61,16,0,45,344,0,0,0,0,0,18,33,10,52,231,773
4.2101E+11,"Block Group 1, Census Tract 177.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 177.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17019,,,,,42,101,,,,17702,1,15000US421010177021,,,92936,0,318,255,63,63,21,0,42,255,0,0,9,28,0,0,39,50,39,90,806
4.2101E+11,"Block Group 2, Census Tract 177.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 177.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17020,,,,,42,101,,,,17702,2,15000US421010177022,,,88368,0,482,341,141,141,19,0,122,341,0,0,0,0,43,38,43,52,61,104,720
4.2101E+11,"Block Group 3, Census Tract 177.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 177.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17021,,,,,42,101,,,,17702,3,15000US421010177023,,,60187,0,320,258,62,62,30,0,32,258,0,0,0,24,20,0,32,11,24,147,862
4.2101E+11,"Block Group 4, Census Tract 177.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 177.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17022,,,,,42,101,,,,17702,4,15000US421010177024,,,120067,0,482,428,54,54,15,0,39,428,0,0,0,40,0,45,58,97,49,139,851
4.2101E+11,"Block Group 5, Census Tract 177.02, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 177.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17023,,,,,42,101,,,,17702,5,15000US421010177025,,,127700,0,332,296,36,36,21,0,15,296,0,0,15,38,0,0,37,45,24,137,875
4.2101E+11,"Block Group 1, Census Tract 178, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 178, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17024,,,,,42,101,,,,17800,1,15000US421010178001,,,76542,0,386,333,53,53,14,0,39,333,0,0,6,0,0,0,23,0,38,266,1026
4.2101E+11,"Block Group 2, Census Tract 178, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 178, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17025,,,,,42,101,,,,17800,2,15000US421010178002,,,85381,0,383,318,65,65,19,0,46,318,0,0,0,20,0,0,56,106,27,109,842
4.2101E+11,"Block Group 3, Census Tract 178, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 178, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17026,,,,,42,101,,,,17800,3,15000US421010178003,,,59366,0,365,320,45,45,0,0,45,320,0,0,0,15,0,0,0,72,0,233,689
4.2101E+11,"Block Group 4, Census Tract 178, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 178, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17027,,,,,42,101,,,,17800,4,15000US421010178004,,,44344,0,290,174,116,116,0,0,116,174,0,0,0,34,27,0,0,27,8,78,769
4.2101E+11,"Block Group 5, Census Tract 178, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 178, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17028,,,,,42,101,,,,17800,5,15000US421010178005,,,139772,0,390,283,107,107,23,0,84,283,0,0,0,13,0,0,18,0,35,217,538
4.2101E+11,"Block Group 6, Census Tract 178, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 178, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17029,,,,,42,101,,,,17800,6,15000US421010178006,,,138969,0,237,169,68,68,0,0,68,169,0,0,0,89,0,0,0,0,0,80,
4.2101E+11,"Block Group 7, Census Tract 178, Philadelphia County, Pennsylvania","Block Group 7, Census Tract 178, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17030,,,,,42,101,,,,17800,7,15000US421010178007,,,118531,0,448,397,51,51,0,25,26,397,0,0,0,0,44,0,22,12,0,319,1173
4.2101E+11,"Block Group 1, Census Tract 179, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 179, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17031,,,,,42,101,,,,17900,1,15000US421010179001,,,97800,0,73,73,0,0,0,0,0,73,0,0,0,0,0,0,0,34,0,39,
4.2101E+11,"Block Group 2, Census Tract 179, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 179, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17032,,,,,42,101,,,,17900,2,15000US421010179002,,,105786,0,769,559,210,210,41,0,169,559,0,0,0,0,11,39,14,63,35,397,1116
4.2101E+11,"Block Group 3, Census Tract 179, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 179, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17033,,,,,42,101,,,,17900,3,15000US421010179003,,,53613,0,301,301,0,0,0,0,0,301,0,0,0,0,9,0,41,33,25,193,1222
4.2101E+11,"Block Group 4, Census Tract 179, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 179, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17034,,,,,42,101,,,,17900,4,15000US421010179004,,,181010,0,752,722,30,30,0,0,30,722,0,0,0,0,27,0,14,73,46,562,890
4.2101E+11,"Block Group 5, Census Tract 179, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 179, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17035,,,,,42,101,,,,17900,5,15000US421010179005,,,275799,0,517,475,42,42,0,0,42,475,0,0,0,29,72,0,0,87,12,275,866
4.2101E+11,"Block Group 1, Census Tract 180.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 180.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17036,,,,,42,101,,,,18001,1,15000US421010180011,,,185190,0,319,311,8,8,0,8,0,311,0,0,0,7,11,0,0,15,8,270,1392
4.2101E+11,"Block Group 2, Census Tract 180.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 180.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17037,,,,,42,101,,,,18001,2,15000US421010180012,,,102762,0,548,526,22,22,0,0,22,526,0,0,0,22,0,0,0,100,24,380,783
4.2101E+11,"Block Group 3, Census Tract 180.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 180.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17038,,,,,42,101,,,,18001,3,15000US421010180013,,,99431,0,320,289,31,31,0,7,24,289,0,8,8,7,0,0,0,32,15,219,547
4.2101E+11,"Block Group 1, Census Tract 180.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 180.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17039,,,,,42,101,,,,18002,1,15000US421010180021,,,111954,0,659,617,42,42,0,0,42,617,0,0,0,61,0,0,0,43,74,439,854
4.2101E+11,"Block Group 2, Census Tract 180.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 180.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17040,,,,,42,101,,,,18002,2,15000US421010180022,,,101404,0,747,667,80,80,38,0,42,667,0,0,0,0,13,47,0,82,110,415,772
4.2101E+11,"Block Group 3, Census Tract 180.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 180.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17041,,,,,42,101,,,,18002,3,15000US421010180023,,,144314,0,735,693,42,42,0,0,42,693,0,20,0,0,0,0,0,90,119,464,881
4.2101E+11,"Block Group 4, Census Tract 180.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 180.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17042,,,,,42,101,,,,18002,4,15000US421010180024,,,82119,0,321,321,0,0,0,0,0,321,0,0,16,0,0,20,10,95,35,145,900
4.2101E+11,"Block Group 1, Census Tract 183, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 183, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17043,,,,,42,101,,,,18300,1,15000US421010183001,,,912809,160763,281,281,0,0,0,0,0,281,0,0,7,0,5,10,8,80,13,158,1207
4.2101E+11,"Block Group 2, Census Tract 183, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 183, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17044,,,,,42,101,,,,18300,2,15000US421010183002,,,124591,0,451,382,69,69,0,30,39,382,0,0,0,12,0,0,0,38,57,275,
4.2101E+11,"Block Group 3, Census Tract 183, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 183, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17045,,,,,42,101,,,,18300,3,15000US421010183003,,,678910,24624,572,542,30,30,0,0,30,542,0,0,0,0,7,18,22,50,106,339,1290
4.2101E+11,"Block Group 4, Census Tract 183, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 183, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17046,,,,,42,101,,,,18300,4,15000US421010183004,,,118370,0,357,249,108,108,20,0,88,249,0,0,84,0,0,0,0,69,10,86,
4.2101E+11,"Block Group 1, Census Tract 184, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 184, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17047,,,,,42,101,,,,18400,1,15000US421010184001,,,373385,3412,258,242,16,16,0,0,16,242,0,0,6,0,0,5,5,39,35,152,928
4.2101E+11,"Block Group 2, Census Tract 184, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 184, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17048,,,,,42,101,,,,18400,2,15000US421010184002,,,912360,946059,610,569,41,41,14,0,27,569,0,0,5,0,4,0,6,43,58,453,865
4.2101E+11,"Block Group 1, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17049,,,,,42,101,,,,18800,1,15000US421010188001,,,95099,0,562,525,37,37,0,0,37,525,0,0,0,0,0,64,0,34,84,343,861
4.2101E+11,"Block Group 2, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17050,,,,,42,101,,,,18800,2,15000US421010188002,,,59722,0,384,314,70,70,0,0,70,314,0,0,35,0,0,0,0,60,44,175,
4.2101E+11,"Block Group 3, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17051,,,,,42,101,,,,18800,3,15000US421010188003,,,97242,0,366,331,35,35,0,0,35,331,0,0,0,17,0,29,0,35,0,250,980
4.2101E+11,"Block Group 4, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17052,,,,,42,101,,,,18800,4,15000US421010188004,,,113976,0,366,260,106,106,0,0,106,260,0,0,23,0,0,43,0,35,22,137,529
4.2101E+11,"Block Group 5, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17053,,,,,42,101,,,,18800,5,15000US421010188005,,,98121,0,246,135,111,111,72,0,39,135,0,0,0,0,0,0,32,15,0,88,1572
4.2101E+11,"Block Group 6, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17054,,,,,42,101,,,,18800,6,15000US421010188006,,,72731,0,406,288,118,118,0,14,104,288,0,0,0,0,0,0,0,128,44,116,878
4.2101E+11,"Block Group 7, Census Tract 188, Philadelphia County, Pennsylvania","Block Group 7, Census Tract 188, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17055,,,,,42,101,,,,18800,7,15000US421010188007,,,126397,0,612,576,36,36,36,0,0,576,0,0,0,0,0,17,0,130,147,282,882
4.2101E+11,"Block Group 1, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17056,,,,,42,101,,,,19000,1,15000US421010190001,,,99233,0,490,490,0,0,0,0,0,490,0,0,0,0,59,35,0,168,103,125,863
4.2101E+11,"Block Group 2, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17057,,,,,42,101,,,,19000,2,15000US421010190002,,,88270,0,648,608,40,40,40,0,0,608,0,0,0,32,9,92,0,74,150,251,911
4.2101E+11,"Block Group 3, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17058,,,,,42,101,,,,19000,3,15000US421010190003,,,249220,12639,632,617,15,15,0,15,0,617,0,0,26,0,0,0,57,204,178,152,721
4.2101E+11,"Block Group 4, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17059,,,,,42,101,,,,19000,4,15000US421010190004,,,99345,0,440,373,67,67,31,0,36,373,0,0,0,0,16,31,0,168,62,96,805
4.2101E+11,"Block Group 5, Census Tract 190, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 190, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17060,,,,,42,101,,,,19000,5,15000US421010190005,,,242538,0,611,587,24,24,24,0,0,587,0,16,28,0,0,69,14,17,166,277,896
4.2101E+11,"Block Group 1, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17061,,,,,42,101,,,,19100,1,15000US421010191001,,,167365,0,356,356,0,0,0,0,0,356,0,0,0,0,12,97,119,44,31,53,
4.2101E+11,"Block Group 2, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17062,,,,,42,101,,,,19100,2,15000US421010191002,,,99571,0,283,283,0,0,0,0,0,283,0,0,19,0,0,0,58,39,104,63,823
4.2101E+11,"Block Group 3, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17063,,,,,42,101,,,,19100,3,15000US421010191003,,,94273,0,592,568,24,24,0,0,24,568,0,0,0,0,26,0,110,186,129,117,1224
4.2101E+11,"Block Group 4, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17064,,,,,42,101,,,,19100,4,15000US421010191004,,,399181,20770,958,914,44,44,0,44,0,914,0,0,0,0,65,24,210,263,205,147,1161
4.2101E+11,"Block Group 5, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17065,,,,,42,101,,,,19100,5,15000US421010191005,,,540777,0,574,537,37,37,0,0,37,537,0,0,0,0,0,0,57,51,200,229,978
4.2101E+11,"Block Group 6, Census Tract 191, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 191, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17066,,,,,42,101,,,,19100,6,15000US421010191006,,,137934,0,286,243,43,43,0,0,43,243,0,0,0,17,0,41,63,20,14,88,779
4.2101E+11,"Block Group 1, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17067,,,,,42,101,,,,19200,1,15000US421010192001,,,43538,0,233,204,29,29,0,0,29,204,0,0,0,0,0,0,0,80,34,90,646
4.2101E+11,"Block Group 2, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17068,,,,,42,101,,,,19200,2,15000US421010192002,,,167386,0,493,408,85,85,0,0,85,408,0,0,0,0,0,26,79,69,72,162,677
4.2101E+11,"Block Group 3, Census Tract 192, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 192, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17069,,,,,42,101,,,,19200,3,15000US421010192003,,,80601,0,573,517,56,56,0,0,56,517,0,0,0,0,15,206,39,108,0,149,867
